subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s008,8,50,0.0708,0.2747,0.2039,0.0818,0.095,0.0132,0.0861,0.1036,0.0175,0.1006,0.2117,0.1111,0.1032,0.2828,0.1796,0.0869,0.1062,0.0193,0.1143,0.0977,-0.0166,0.1147,0.0751,-0.0396,0.0822,0.0668,-0.0154,0.0848,0.1475,0.0627,0.0737
s010,1,1,0.1043,0.1755,0.0712,0.0562,0.1813,0.1251,0.0789,0.2109,0.132,0.0536,0.4861,0.4325,0.0797,0.6751,0.5954,0.0541,0.1407,0.0866,0.0874,0.1334,0.046,0.0547,0.1192,0.0645,0.0842,0.2101,0.1259,0.0713,0.2261,0.1548,0.0668
s010,1,2,0.085,0.1514,0.0664,0.0536,0.3695,0.3159,0.0742,0.164,0.0898,0.0557,0.589,0.5333,0.0581,0.3004,0.2423,0.0798,0.1627,0.0829,0.08,0.125,0.045,0.0665,0.1576,0.0911,0.0663,0.2502,0.1839,0.0932,0.7111,0.6179,0.0349
s010,1,3,0.0842,0.2881,0.2039,0.07,0.1458,0.0758,0.0673,0.161,0.0937,0.0652,0.3111,0.2459,0.0573,0.3983,0.341,0.0594,0.1911,0.1317,0.0821,0.1965,0.1144,0.047,0.2054,0.1584,0.0887,0.2565,0.1678,0.0969,0.6837,0.5868,0.0576
s010,1,4,0.0855,0.1535,0.068,0.0642,0.1883,0.1241,0.0847,0.184,0.0993,0.0639,0.6347,0.5708,0.1117,0.5681,0.4564,0.0705,0.1563,0.0858,0.0869,0.1263,0.0394,0.0613,0.1434,0.0821,0.0763,0.2064,0.1301,0.0713,0.1886,0.1173,0.0686
s010,1,5,0.0948,0.1264,0.0316,0.0539,0.1537,0.0998,0.0665,0.1507,0.0842,0.0599,0.2589,0.199,0.0483,0.2687,0.2204,0.0541,0.1233,0.0692,0.0763,0.1213,0.045,0.0541,0.1019,0.0478,0.0797,0.2098,0.1301,0.0792,0.22,0.1408,0.0636
s010,1,6,0.0784,0.1683,0.0899,0.0692,0.1473,0.0781,0.0734,0.1413,0.0679,0.0702,0.2739,0.2037,0.0636,0.2738,0.2102,0.0594,0.1499,0.0905,0.0789,0.132,0.0531,0.0634,0.1228,0.0594,0.0985,0.4853,0.3868,0.0808,0.3142,0.2334,0.0763
s010,1,7,0.0969,0.1681,0.0712,0.0713,0.1563,0.085,0.0882,0.1677,0.0795,0.0623,0.2871,0.2248,0.0634,0.2675,0.2041,0.0576,0.1497,0.0921,0.0818,0.426,0.3442,0.066,0.1392,0.0732,0.0776,0.2151,0.1375,0.0805,0.2356,0.1551,0.0639
s010,1,8,0.09,0.1403,0.0503,0.076,0.1388,0.0628,0.0847,0.1987,0.114,0.0642,0.3996,0.3354,0.0562,0.4202,0.364,0.0781,0.1661,0.088,0.0779,0.1089,0.031,0.0605,0.1057,0.0452,0.0768,0.2148,0.138,0.0784,0.1952,0.1168,0.0602
s010,1,9,0.1066,0.2467,0.1401,0.0671,0.1637,0.0966,0.0853,0.1328,0.0475,0.065,0.3244,0.2594,0.1056,0.4126,0.307,0.0922,0.1561,0.0639,0.085,0.1445,0.0595,0.0547,0.0843,0.0296,0.0642,0.212,0.1478,0.0905,0.2329,0.1424,0.0639
s010,1,10,0.1124,0.372,0.2596,0.08,0.1312,0.0512,0.0763,0.1444,0.0681,0.0676,0.274,0.2064,0.1074,0.3827,0.2753,0.0718,0.174,0.1022,0.0837,0.1086,0.0249,0.0636,0.1333,0.0697,0.0673,0.2116,0.1443,0.085,0.2277,0.1427,0.0752
s010,1,11,0.0895,0.2224,0.1329,0.076,0.1373,0.0613,0.0832,0.1252,0.042,0.081,0.5763,0.4953,0.1159,0.5015,0.3856,0.0845,0.1785,0.094,0.0755,0.1458,0.0703,0.0742,0.1078,0.0336,0.0766,0.2481,0.1715,0.0663,0.2153,0.149,0.0684
s010,1,12,0.0758,0.475,0.3992,0.1064,0.4872,0.3808,0.0758,0.1078,0.032,0.0679,0.2803,0.2124,0.0948,0.4147,0.3199,0.0715,0.1579,0.0864,0.0805,0.1033,0.0228,0.065,0.1134,0.0484,0.0821,0.2096,0.1275,0.0839,0.1944,0.1105,0.0689
s010,1,13,0.113,0.1304,0.0174,0.076,0.1671,0.0911,0.08,0.141,0.061,0.0594,0.3637,0.3043,0.104,0.5439,0.4399,0.0702,0.1924,0.1222,0.0763,0.1637,0.0874,0.0528,0.0901,0.0373,0.0591,0.2114,0.1523,0.0533,0.1738,0.1205,0.0288
s010,1,14,0.1035,0.0997,-0.0038,0.065,0.1666,0.1016,0.1006,0.1603,0.0597,0.0568,0.6499,0.5931,0.0715,0.2999,0.2284,0.0898,0.2142,0.1244,0.0834,0.1215,0.0381,0.0628,0.1141,0.0513,0.0813,0.2148,0.1335,0.0578,0.1625,0.1047,0.0589
s010,1,15,0.1127,0.238,0.1253,0.0639,0.1774,0.1135,0.0805,0.1507,0.0702,0.0486,0.2418,0.1932,0.0655,0.2395,0.174,0.0513,0.1199,0.0686,0.0834,0.1028,0.0194,0.052,0.0959,0.0439,0.0855,0.1982,0.1127,0.0742,0.1667,0.0925,0.0663
s010,1,16,0.0866,0.1129,0.0263,0.0636,0.3418,0.2782,0.0839,0.1328,0.0489,0.0647,0.3365,0.2718,0.0974,0.4738,0.3764,0.0779,0.1645,0.0866,0.0797,0.1189,0.0392,0.0557,0.0914,0.0357,0.0729,0.2054,0.1325,0.0689,0.1831,0.1142,0.0884
s010,1,17,0.0858,0.1623,0.0765,0.0681,0.1127,0.0446,0.0829,0.1452,0.0623,0.0607,0.5958,0.5351,0.0465,0.2886,0.2421,0.0599,0.1404,0.0805,0.0779,0.101,0.0231,0.057,0.1059,0.0489,0.0655,0.203,0.1375,0.0776,0.1712,0.0936,0.0813
s010,1,18,0.095,0.1124,0.0174,0.0679,0.1714,0.1035,0.0781,0.1465,0.0684,0.0684,0.2829,0.2145,0.0729,0.2722,0.1993,0.0549,0.1434,0.0885,0.0979,0.1487,0.0508,0.0584,0.0957,0.0373,0.0808,0.2278,0.147,0.0771,0.1733,0.0962,0.0594
s010,1,19,0.108,0.1417,0.0337,0.0681,0.1597,0.0916,0.0491,0.1119,0.0628,0.0715,0.2414,0.1699,0.0639,0.2687,0.2048,0.0599,0.1351,0.0752,0.0787,0.1041,0.0254,0.0549,0.1135,0.0586,0.0752,0.2114,0.1362,0.0589,0.1725,0.1136,0.0594
s010,1,20,0.075,0.1206,0.0456,0.0821,0.4595,0.3774,0.0776,0.1396,0.062,0.0723,0.3613,0.289,0.0911,0.4321,0.341,0.0845,0.1722,0.0877,0.0781,0.155,0.0769,0.0623,0.1033,0.041,0.099,0.2375,0.1385,0.0613,0.2871,0.2258,0.042
s010,1,21,0.0932,0.1591,0.0659,0.0692,0.3592,0.29,0.0961,0.156,0.0599,0.07,0.3555,0.2855,0.0515,0.359,0.3075,0.0594,0.1455,0.0861,0.0866,0.15,0.0634,0.0491,0.0856,0.0365,0.0803,0.2165,0.1362,0.0673,0.1382,0.0709,0.0589
s010,1,22,0.0934,0.62,0.5266,0.0502,0.35,0.2998,0.0795,0.1244,0.0449,0.0589,0.6112,0.5523,0.0565,0.2952,0.2387,0.0562,0.1533,0.0971,0.09,0.1329,0.0429,0.07,0.1067,0.0367,0.0842,0.219,0.1348,0.071,0.1408,0.0698,0.0454
s010,1,23,0.1146,0.1515,0.0369,0.0647,0.1719,0.1072,0.0797,0.1338,0.0541,0.0684,0.2484,0.18,0.0681,0.2616,0.1935,0.0608,0.1384,0.0776,0.0781,0.1109,0.0328,0.0607,0.1027,0.042,0.0913,0.2172,0.1259,0.0731,0.1556,0.0825,0.0597
s010,1,24,0.1082,0.2849,0.1767,0.0663,0.1447,0.0784,0.089,0.1661,0.0771,0.061,0.2075,0.1465,0.0673,0.263,0.1957,0.0502,0.1558,0.1056,0.0776,0.122,0.0444,0.0634,0.1173,0.0539,0.0737,0.2339,0.1602,0.0689,0.1638,0.0949,0.065
s010,1,25,0.0847,0.1321,0.0474,0.0607,0.16,0.0993,0.0726,0.1703,0.0977,0.0597,0.2566,0.1969,0.0676,0.3033,0.2357,0.0531,0.153,0.0999,0.0829,0.6329,0.55,0.0626,0.1347,0.0721,0.0808,0.4911,0.4103,0.0787,0.1937,0.115,0.0597
s010,1,26,0.0913,0.2137,0.1224,0.062,0.1454,0.0834,0.0789,0.1874,0.1085,0.0737,0.2819,0.2082,0.0615,0.2857,0.2242,0.0555,0.1365,0.081,0.0837,0.1709,0.0872,0.0518,0.1622,0.1104,0.0829,0.2241,0.1412,0.0874,0.2203,0.1329,0.0747
s010,1,27,0.0998,0.1546,0.0548,0.0623,0.1341,0.0718,0.0903,0.1793,0.089,0.0655,0.2547,0.1892,0.0655,0.2564,0.1909,0.0719,0.1382,0.0663,0.0845,0.1326,0.0481,0.0607,0.1014,0.0407,0.0737,0.2025,0.1288,0.0784,0.1817,0.1033,0.0729
s010,1,28,0.1161,0.1593,0.0432,0.0623,0.165,0.1027,0.0747,0.185,0.1103,0.0528,0.2621,0.2093,0.0565,0.2234,0.1669,0.0607,0.1502,0.0895,0.0763,0.1748,0.0985,0.0734,0.1226,0.0492,0.0858,0.2428,0.157,0.0502,0.2134,0.1632,0.0628
s010,1,29,0.0948,0.1412,0.0464,0.0599,0.1489,0.089,0.0681,0.1523,0.0842,0.0634,0.478,0.4146,0.0818,0.3104,0.2286,0.0871,0.1761,0.089,0.0837,0.3545,0.2708,0.0847,0.1156,0.0309,0.0824,0.2165,0.1341,0.0734,0.1725,0.0991,0.0763
s010,1,30,0.1037,0.476,0.3723,0.0512,0.1737,0.1225,0.085,0.1742,0.0892,0.0636,0.2552,0.1916,0.0673,0.2365,0.1692,0.061,0.1339,0.0729,0.0826,0.1336,0.051,0.0734,0.1054,0.032,0.0887,0.2201,0.1314,0.0797,0.2018,0.1221,0.0715
s010,1,31,0.1056,0.1491,0.0435,0.0639,0.207,0.1431,0.0855,0.1684,0.0829,0.0528,0.4151,0.3623,0.0523,0.2622,0.2099,0.0555,0.1382,0.0827,0.0832,0.1501,0.0669,0.0663,0.0933,0.027,0.0903,0.2249,0.1346,0.0713,0.1876,0.1163,0.0634
s010,1,32,0.1085,0.1773,0.0688,0.047,0.2798,0.2328,0.076,0.1378,0.0618,0.0531,0.2513,0.1982,0.0584,0.2469,0.1885,0.0544,0.1511,0.0967,0.0805,0.112,0.0315,0.0634,0.1173,0.0539,0.0742,0.2331,0.1589,0.0491,0.186,0.1369,0.0694
s010,1,33,0.1177,0.1839,0.0662,0.0602,0.2022,0.142,0.0763,0.1434,0.0671,0.066,0.2763,0.2103,0.0581,0.253,0.1949,0.047,0.1349,0.0879,0.0774,0.1055,0.0281,0.0639,0.1112,0.0473,0.0789,0.2064,0.1275,0.0784,0.1757,0.0973,0.0623
s010,1,34,0.1088,0.4077,0.2989,0.0584,0.1648,0.1064,0.0882,0.1901,0.1019,0.0547,0.2196,0.1649,0.0657,0.2323,0.1666,0.0607,0.1505,0.0898,0.0847,0.1107,0.026,0.065,0.1031,0.0381,0.0839,0.2074,0.1235,0.08,0.1741,0.0941,0.0771
s010,1,35,0.1151,0.2011,0.086,0.0573,0.3827,0.3254,0.0813,0.1383,0.057,0.0684,0.2365,0.1681,0.0628,0.2215,0.1587,0.0589,0.1418,0.0829,0.0866,0.1226,0.036,0.061,0.1059,0.0449,0.0795,0.2054,0.1259,0.0792,0.1596,0.0804,0.0755
s010,1,36,0.1051,0.1557,0.0506,0.0528,0.1618,0.109,0.0826,0.1663,0.0837,0.0697,0.237,0.1673,0.0639,0.2577,0.1938,0.0539,0.1276,0.0737,0.094,0.1376,0.0436,0.0808,0.4915,0.4107,0.0816,0.3312,0.2496,0.0948,0.2103,0.1155,0.0739
s010,1,37,0.1051,0.1631,0.058,0.0555,0.1368,0.0813,0.0834,0.1478,0.0644,0.0673,0.2774,0.2101,0.047,0.2307,0.1837,0.061,0.1508,0.0898,0.0855,0.1038,0.0183,0.0636,0.1186,0.055,0.0837,0.2054,0.1217,0.0821,0.1551,0.073,0.0842
s010,1,38,0.1027,0.1359,0.0332,0.0605,0.1574,0.0969,0.0905,0.1562,0.0657,0.0613,0.3115,0.2502,0.0565,0.3044,0.2479,0.0599,0.1389,0.079,0.0874,0.1463,0.0589,0.0689,0.0993,0.0304,0.0842,0.214,0.1298,0.081,0.1817,0.1007,0.0803
s010,1,39,0.0971,0.1079,0.0108,0.0755,0.2077,0.1322,0.0768,0.1578,0.081,0.0679,0.2439,0.176,0.0623,0.2471,0.1848,0.056,0.1468,0.0908,0.0855,0.1141,0.0286,0.0839,0.1362,0.0523,0.09,0.219,0.129,0.0766,0.1818,0.1052,0.085
s010,1,40,0.1077,0.2214,0.1137,0.057,0.142,0.085,0.0758,0.1394,0.0636,0.0528,0.1942,0.1414,0.0626,0.239,0.1764,0.0541,0.1246,0.0705,0.0866,0.1302,0.0436,0.0708,0.1236,0.0528,0.0818,0.2114,0.1296,0.076,0.5382,0.4622,0.0557
s010,1,41,0.1077,0.1649,0.0572,0.071,0.132,0.061,0.08,0.1122,0.0322,0.0623,0.2433,0.181,0.0636,0.2701,0.2065,0.0454,0.1375,0.0921,0.0818,0.1394,0.0576,0.0547,0.1025,0.0478,0.0792,0.2296,0.1504,0.0805,0.2902,0.2097,0.0847
s010,1,42,0.104,0.1406,0.0366,0.0644,0.1481,0.0837,0.0855,0.1299,0.0444,0.0557,0.2238,0.1681,0.0737,0.3474,0.2737,0.075,0.1688,0.0938,0.0795,0.1545,0.075,0.0668,0.1671,0.1003,0.0766,0.2333,0.1567,0.0584,0.3533,0.2949,0.075
s010,1,43,0.0937,0.1097,0.016,0.0584,0.1244,0.066,0.0842,0.1146,0.0304,0.0613,0.2078,0.1465,0.0536,0.2381,0.1845,0.0528,0.1495,0.0967,0.0847,0.1141,0.0294,0.062,0.1146,0.0526,0.0673,0.2087,0.1414,0.0597,0.286,0.2263,0.0686
s010,1,44,0.0681,0.1783,0.1102,0.0642,0.1281,0.0639,0.0549,0.1563,0.1014,0.0586,0.2562,0.1976,0.0533,0.2378,0.1845,0.0428,0.1532,0.1104,0.0876,0.1268,0.0392,0.0644,0.7334,0.669,0.0776,0.233,0.1554,0.081,0.235,0.154,0.075
s010,1,45,0.1029,0.5551,0.4522,0.0818,0.1175,0.0357,0.0721,0.1144,0.0423,0.0676,0.2521,0.1845,0.0771,0.3244,0.2473,0.0752,0.1587,0.0835,0.0795,0.1213,0.0418,0.0679,0.1139,0.046,0.0805,0.2035,0.123,0.0824,0.3559,0.2735,0.0974
s010,1,46,0.109,0.2179,0.1089,0.0578,0.1072,0.0494,0.0755,0.1362,0.0607,0.0544,0.2953,0.2409,0.0533,0.2474,0.1941,0.0594,0.1616,0.1022,0.0869,0.1108,0.0239,0.0581,0.107,0.0489,0.0882,0.2186,0.1304,0.0842,0.3081,0.2239,0.0803
s010,1,47,0.0879,0.1256,0.0377,0.0705,0.1492,0.0787,0.0863,0.1505,0.0642,0.0663,0.2212,0.1549,0.0623,0.2427,0.1804,0.046,0.1506,0.1046,0.076,0.0967,0.0207,0.076,0.1341,0.0581,0.076,0.2367,0.1607,0.0533,0.2738,0.2205,0.0539
s010,1,48,0.1011,0.1422,0.0411,0.0655,0.1328,0.0673,0.0776,0.1167,0.0391,0.0618,0.2257,0.1639,0.0549,0.2271,0.1722,0.0586,0.1333,0.0747,0.0818,0.1154,0.0336,0.0605,0.1062,0.0457,0.0861,0.218,0.1319,0.0763,0.3533,0.277,0.0964
s010,1,49,0.0861,0.1135,0.0274,0.0668,0.1537,0.0869,0.0715,0.1204,0.0489,0.057,0.2093,0.1523,0.0525,0.1943,0.1418,0.0658,0.1474,0.0816,0.0869,0.1078,0.0209,0.0623,0.1318,0.0695,0.0845,0.2117,0.1272,0.0821,0.3248,0.2427,0.0887
s010,1,50,0.1146,0.1634,0.0488,0.0689,0.1249,0.056,0.0829,0.1199,0.037,0.0644,0.2098,0.1454,0.0652,0.2473,0.1821,0.07,0.1566,0.0866,0.0866,0.125,0.0384,0.0779,0.1405,0.0626,0.0758,0.2521,0.1763,0.0576,0.3127,0.2551,0.0663
s010,2,1,0.0966,0.1266,0.03,0.0589,0.2033,0.1444,0.0871,0.2032,0.1161,0.0631,0.3172,0.2541,0.0626,0.7763,0.7137,0.0663,0.212,0.1457,0.0887,0.1996,0.1109,0.0599,0.1584,0.0985,0.075,0.2246,0.1496,0.081,0.3582,0.2772,0.0694
s010,2,2,0.0853,0.1567,0.0714,0.0639,0.1447,0.0808,0.0665,0.1483,0.0818,0.0731,0.4853,0.4122,0.0436,0.2472,0.2036,0.0565,0.1386,0.0821,0.0734,0.1118,0.0384,0.0623,0.1861,0.1238,0.0702,0.2101,0.1399,0.0797,0.2144,0.1347,0.061
s010,2,3,0.081,0.2263,0.1453,0.07,0.4994,0.4294,0.081,0.1291,0.0481,0.0541,0.2634,0.2093,0.0578,0.2511,0.1933,0.0634,0.1426,0.0792,0.0805,0.1088,0.0283,0.0634,0.1265,0.0631,0.0766,0.2091,0.1325,0.0853,0.1784,0.0931,0.0636
s010,2,4,0.0887,0.133,0.0443,0.0676,0.175,0.1074,0.0758,0.1637,0.0879,0.0679,0.6664,0.5985,0.0578,0.2774,0.2196,0.061,0.1571,0.0961,0.0839,0.1236,0.0397,0.0626,0.111,0.0484,0.0863,0.2346,0.1483,0.0837,0.5106,0.4269,0.0721
s010,2,5,0.0845,0.1404,0.0559,0.0597,0.1906,0.1309,0.0781,0.1446,0.0665,0.0702,0.2541,0.1839,0.0555,0.2651,0.2096,0.0582,0.1527,0.0945,0.0768,0.1154,0.0386,0.0673,0.1083,0.041,0.0726,0.2156,0.143,0.0903,0.1958,0.1055,0.0523
s010,2,6,0.0903,0.209,0.1187,0.0679,0.1661,0.0982,0.0866,0.1281,0.0415,0.0784,0.2563,0.1779,0.0636,0.2379,0.1743,0.0583,0.1591,0.1008,0.0792,0.0901,0.0109,0.0618,0.1429,0.0811,0.0863,0.237,0.1507,0.0779,0.1929,0.115,0.0613
s010,2,7,0.0842,0.3266,0.2424,0.0679,0.1524,0.0845,0.0908,0.1317,0.0409,0.0726,0.2431,0.1705,0.0528,0.3173,0.2645,0.0642,0.1426,0.0784,0.0842,0.1431,0.0589,0.0655,0.0891,0.0236,0.0832,0.213,0.1298,0.0694,0.3693,0.2999,0.0555
s010,2,8,0.0723,0.2562,0.1839,0.0626,0.1856,0.123,0.0731,0.1417,0.0686,0.0594,0.2665,0.2071,0.0446,0.2478,0.2032,0.05,0.1229,0.0729,0.0829,0.1062,0.0233,0.0531,0.1128,0.0597,0.0642,0.208,0.1438,0.081,0.8126,0.7316,0.0631
s010,2,9,0.0866,0.1604,0.0738,0.0684,0.1872,0.1188,0.0834,0.1386,0.0552,0.0642,0.2634,0.1992,0.0478,0.2147,0.1669,0.0536,0.1249,0.0713,0.0858,0.0938,0.008,0.0618,0.131,0.0692,0.0705,0.2133,0.1428,0.0697,0.2976,0.2279,0.0869
s010,2,10,0.0927,0.1037,0.011,0.0671,0.1587,0.0916,0.0808,0.1146,0.0338,0.0676,0.2724,0.2048,0.0467,0.2693,0.2226,0.0611,0.1453,0.0842,0.0919,0.0949,0.003,0.066,0.1355,0.0695,0.0784,0.2056,0.1272,0.08,0.2432,0.1632,0.0821
s010,2,11,0.0895,0.1942,0.1047,0.0599,0.2006,0.1407,0.0882,0.1162,0.028,0.0657,0.3019,0.2362,0.052,0.2226,0.1706,0.056,0.1299,0.0739,0.09,0.1007,0.0107,0.0655,0.1286,0.0631,0.0636,0.2085,0.1449,0.0787,0.2496,0.1709,0.0576
s010,2,12,0.0887,0.1747,0.086,0.0573,0.1779,0.1206,0.08,0.1455,0.0655,0.0607,0.2504,0.1897,0.0449,0.2065,0.1616,0.0502,0.1136,0.0634,0.0858,0.1031,0.0173,0.0586,0.1167,0.0581,0.0684,0.2104,0.142,0.0768,0.2055,0.1287,0.0747
s010,2,13,0.0845,0.1143,0.0298,0.0634,0.151,0.0876,0.0908,0.1415,0.0507,0.0713,0.2125,0.1412,0.0605,0.1981,0.1376,0.0618,0.1291,0.0673,0.0853,0.149,0.0637,0.0686,0.1631,0.0945,0.0895,0.2262,0.1367,0.0929,0.4646,0.3717,0.071
s010,2,14,0.0979,0.1912,0.0933,0.0628,0.1467,0.0839,0.0829,0.1576,0.0747,0.0642,0.2246,0.1604,0.0523,0.2561,0.2038,0.0513,0.1205,0.0692,0.0832,0.11,0.0268,0.0586,0.1056,0.047,0.0721,0.2193,0.1472,0.0998,0.2369,0.1371,0.0652
s010,2,15,0.0882,0.1259,0.0377,0.0663,0.1653,0.099,0.0863,0.1402,0.0539,0.0742,0.2109,0.1367,0.0586,0.2134,0.1548,0.0581,0.1328,0.0747,0.085,0.1001,0.0151,0.0628,0.1244,0.0616,0.0679,0.2191,0.1512,0.0855,0.3018,0.2163,0.0787
s010,2,16,0.0956,0.1243,0.0287,0.0715,0.1602,0.0887,0.0903,0.1157,0.0254,0.0694,0.2351,0.1657,0.0494,0.2173,0.1679,0.0521,0.1429,0.0908,0.0853,0.0779,-0.0074,0.0663,0.1516,0.0853,0.0784,0.2135,0.1351,0.09,0.2944,0.2044,0.0689
s010,2,17,0.089,0.1354,0.0464,0.0486,0.1515,0.1029,0.0879,0.1238,0.0359,0.0652,0.2354,0.1702,0.0525,0.2088,0.1563,0.0525,0.1301,0.0776,0.0911,0.0946,0.0035,0.0681,0.1349,0.0668,0.0839,0.2201,0.1362,0.081,0.2807,0.1997,0.0681
s010,2,18,0.0921,0.1282,0.0361,0.0694,0.1826,0.1132,0.0853,0.1495,0.0642,0.0708,0.2056,0.1348,0.0562,0.2057,0.1495,0.0605,0.1268,0.0663,0.0821,0.1276,0.0455,0.0599,0.1122,0.0523,0.0816,0.2215,0.1399,0.0882,0.2438,0.1556,0.081
s010,2,19,0.1024,0.2345,0.1321,0.0594,0.2431,0.1837,0.0795,0.1505,0.071,0.0634,0.2481,0.1847,0.0594,0.2279,0.1685,0.0578,0.1421,0.0843,0.0929,0.136,0.0431,0.0626,0.112,0.0494,0.081,0.228,0.147,0.0937,0.287,0.1933,0.0839
s010,2,20,0.1029,0.1812,0.0783,0.0737,0.2168,0.1431,0.0932,0.2043,0.1111,0.065,0.3075,0.2425,0.0576,0.2981,0.2405,0.0571,0.1281,0.071,0.0863,0.1104,0.0241,0.0663,0.1149,0.0486,0.0771,0.203,0.1259,0.0752,0.2677,0.1925,0.0694
s010,2,21,0.0866,0.1501,0.0635,0.0655,0.1291,0.0636,0.0771,0.1199,0.0428,0.0718,0.2198,0.148,0.066,0.5075,0.4415,0.0616,0.1165,0.0549,0.0927,0.1369,0.0442,0.0602,0.0911,0.0309,0.0813,0.2177,0.1364,0.0929,0.2229,0.13,0.0686
s010,2,22,0.0869,0.1375,0.0506,0.066,0.1394,0.0734,0.085,0.1098,0.0248,0.0676,0.2043,0.1367,0.0576,0.1828,0.1252,0.0645,0.121,0.0565,0.0871,0.1044,0.0173,0.0679,0.121,0.0531,0.0747,0.2095,0.1348,0.0731,0.3846,0.3115,0.0394
s010,2,23,0.0752,0.1525,0.0773,0.0768,0.1428,0.066,0.09,0.1127,0.0227,0.0797,0.219,0.1393,0.0626,0.1838,0.1212,0.0637,0.1205,0.0568,0.0884,0.1146,0.0262,0.0655,0.1104,0.0449,0.0776,0.2196,0.142,0.0855,0.2749,0.1894,0.0642
s010,2,24,0.0832,0.1602,0.077,0.0597,0.1215,0.0618,0.0816,0.1138,0.0322,0.0758,0.2172,0.1414,0.0618,0.2028,0.141,0.0536,0.127,0.0734,0.0911,0.1081,0.017,0.0613,0.1144,0.0531,0.0845,0.2304,0.1459,0.085,0.2754,0.1904,0.0718
s010,2,25,0.0829,0.1699,0.087,0.0589,0.1331,0.0742,0.0805,0.1185,0.038,0.066,0.2067,0.1407,0.0523,0.2115,0.1592,0.0505,0.8448,0.7943,0.0826,0.1386,0.056,0.0657,0.1758,0.1101,0.0188,0.3093,0.2905,0.0834,0.2163,0.1329,0.0462
s010,2,26,0.0869,0.133,0.0461,0.0652,0.1246,0.0594,0.0853,0.1072,0.0219,0.0634,0.1964,0.133,0.0547,0.2184,0.1637,0.0554,0.1322,0.0768,0.0898,0.1247,0.0349,0.0684,0.121,0.0526,0.0747,0.2151,0.1404,0.0834,0.3891,0.3057,0.0613
s010,2,27,0.0871,0.1395,0.0524,0.0689,0.1283,0.0594,0.0771,0.1014,0.0243,0.0742,0.2051,0.1309,0.0507,0.2083,0.1576,0.0568,0.1196,0.0628,0.085,0.117,0.032,0.0599,0.113,0.0531,0.0832,0.2323,0.1491,0.0755,0.4153,0.3398,0.0634
s010,2,28,0.0818,0.1208,0.039,0.0708,0.1215,0.0507,0.075,0.1141,0.0391,0.0768,0.2024,0.1256,0.0444,0.2252,0.1808,0.0579,0.1548,0.0969,0.08,0.0946,0.0146,0.0657,0.127,0.0613,0.0694,0.2272,0.1578,0.0518,0.3077,0.2559,0.0568
s010,2,29,0.08,0.1127,0.0327,0.0486,0.136,0.0874,0.0642,0.0898,0.0256,0.0694,0.2032,0.1338,0.0541,0.1954,0.1413,0.0591,0.1214,0.0623,0.0913,0.1215,0.0302,0.056,0.121,0.065,0.0694,0.2246,0.1552,0.0832,0.3612,0.278,0.0734
s010,2,30,0.0784,0.1422,0.0638,0.062,0.1383,0.0763,0.0816,0.1302,0.0486,0.0679,0.2144,0.1465,0.0726,0.2231,0.1505,0.0605,0.1352,0.0747,0.0784,0.1007,0.0223,0.0742,0.1318,0.0576,0.0861,0.5669,0.4808,0.081,0.2577,0.1767,0.0737
s010,2,31,0.0882,0.1259,0.0377,0.0642,0.6458,0.5816,0.0919,0.1605,0.0686,0.0615,0.6025,0.541,0.0668,0.2959,0.2291,0.0565,0.1167,0.0602,0.0908,0.1212,0.0304,0.0665,0.1138,0.0473,0.0784,0.2217,0.1433,0.0795,0.2269,0.1474,0.0784
s010,2,32,0.0969,0.1594,0.0625,0.0689,0.1605,0.0916,0.0863,0.1193,0.033,0.0644,0.2275,0.1631,0.047,0.2131,0.1661,0.0584,0.1292,0.0708,0.1019,0.1376,0.0357,0.0581,0.1265,0.0684,0.0908,0.2552,0.1644,0.075,0.2644,0.1894,0.0813
s010,2,33,0.0715,0.1477,0.0762,0.0618,0.1766,0.1148,0.0805,0.1222,0.0417,0.0642,0.2275,0.1633,0.0586,0.2263,0.1677,0.0563,0.1292,0.0729,0.0882,0.1107,0.0225,0.0652,0.1199,0.0547,0.066,0.2534,0.1874,0.0789,0.3216,0.2427,0.0715
s010,2,34,0.0956,0.143,0.0474,0.0613,0.1241,0.0628,0.085,0.1149,0.0299,0.066,0.2127,0.1467,0.0607,0.2027,0.142,0.0671,0.1194,0.0523,0.099,0.121,0.022,0.0644,0.1378,0.0734,0.1056,0.2755,0.1699,0.0892,0.2609,0.1717,0.0861
s010,2,35,0.0985,0.128,0.0295,0.0618,0.15,0.0882,0.0824,0.1125,0.0301,0.0642,0.2202,0.156,0.0589,0.2981,0.2392,0.0565,0.1532,0.0967,0.0882,0.1223,0.0341,0.0681,0.6031,0.535,0.09,0.2457,0.1557,0.0863,0.2052,0.1189,0.0615
